Line,Suspiciousness
org/apache/commons/lang/StringUtils.java#4367,0
org/apache/commons/lang/StringUtils.java#4366,0
org/apache/commons/lang/StringUtils.java#4361,0
org/apache/commons/lang/time/DurationFormatUtils.java#282,0.33333333333333337
org/apache/commons/lang/StringUtils.java#4362,0
org/apache/commons/lang/StringUtils.java#4872,0
org/apache/commons/lang/time/DurationFormatUtils.java#344,0.5
org/apache/commons/lang/time/DurationFormatUtils.java#284,0.33333333333333337
org/apache/commons/lang/StringUtils.java#549,0
org/apache/commons/lang/StringUtils.java#4156,0
org/apache/commons/lang/time/DurationFormatUtils.java#219,0
org/apache/commons/lang/time/DurationFormatUtils.java#285,0.33333333333333337
org/apache/commons/lang/StringUtils.java#2587,0
org/apache/commons/lang/StringUtils.java#3116,0
org/apache/commons/lang/StringUtils.java#2585,0
org/apache/commons/lang/StringUtils.java#2584,0
org/apache/commons/lang/StringUtils.java#3113,0
org/apache/commons/lang/StringUtils.java#2429,0
org/apache/commons/lang/StringUtils.java#2424,0
org/apache/commons/lang/time/DurationFormatUtils.java#341,0
org/apache/commons/lang/StringUtils.java#2426,0
org/apache/commons/lang/StringUtils.java#2427,0
org/apache/commons/lang/StringUtils.java#2421,0
org/apache/commons/lang/StringUtils.java#2422,0
org/apache/commons/lang/StringUtils.java#2588,0
org/apache/commons/lang/StringUtils.java#2161,0
org/apache/commons/lang/StringUtils.java#2160,0
org/apache/commons/lang/StringUtils.java#2162,0
org/apache/commons/lang/StringUtils.java#2166,0
org/apache/commons/lang/time/DurationFormatUtils.java#218,0
org/apache/commons/lang/StringUtils.java#4786,0
org/apache/commons/lang/time/DurationFormatUtils.java#267,0
org/apache/commons/lang/time/DurationFormatUtils.java#460,0.09090909090909094
org/apache/commons/lang/time/DurationFormatUtils.java#461,0.09090909090909094
org/apache/commons/lang/time/DurationFormatUtils.java#463,0.09090909090909094
org/apache/commons/lang/time/DurationFormatUtils.java#464,0.09090909090909094
org/apache/commons/lang/time/DurationFormatUtils.java#465,0.09090909090909094
org/apache/commons/lang/time/DurationFormatUtils.java#466,0.09090909090909094
org/apache/commons/lang/time/DurationFormatUtils.java#467,0.09090909090909094
org/apache/commons/lang/time/DurationFormatUtils.java#468,0.09090909090909094
org/apache/commons/lang/StringUtils.java#4404,0
org/apache/commons/lang/time/DurationFormatUtils.java#409,0
org/apache/commons/lang/StringUtils.java#1544,0
org/apache/commons/lang/StringUtils.java#4869,0
org/apache/commons/lang/StringUtils.java#1543,0
org/apache/commons/lang/StringUtils.java#442,0
org/apache/commons/lang/time/DurationFormatUtils.java#217,0
org/apache/commons/lang/StringUtils.java#4785,0
org/apache/commons/lang/StringUtils.java#4866,0
org/apache/commons/lang/time/DurationFormatUtils.java#546,0.09090909090909094
org/apache/commons/lang/StringUtils.java#1548,0
org/apache/commons/lang/StringUtils.java#1549,0
org/apache/commons/lang/StringUtils.java#3800,0
org/apache/commons/lang/StringUtils.java#3803,0
org/apache/commons/lang/StringUtils.java#3802,0
org/apache/commons/lang/time/DurationFormatUtils.java#189,0
org/apache/commons/lang/StringUtils.java#4261,0
org/apache/commons/lang/StringUtils.java#3807,0
org/apache/commons/lang/StringUtils.java#3806,0
org/apache/commons/lang/StringUtils.java#3809,0
org/apache/commons/lang/StringUtils.java#3808,0
org/apache/commons/lang/time/DurationFormatUtils.java#438,1.0
org/apache/commons/lang/time/DurationFormatUtils.java#266,0.33333333333333337
org/apache/commons/lang/StringUtils.java#3365,0
org/apache/commons/lang/time/DurationFormatUtils.java#265,0.33333333333333337
org/apache/commons/lang/StringUtils.java#3360,0
org/apache/commons/lang/StringUtils.java#3361,0
org/apache/commons/lang/StringUtils.java#2769,0
org/apache/commons/lang/StringUtils.java#1855,0
org/apache/commons/lang/time/DurationFormatUtils.java#146,0
org/apache/commons/lang/time/DurationFormatUtils.java#145,0
org/apache/commons/lang/StringUtils.java#2764,0
org/apache/commons/lang/StringUtils.java#2763,0
org/apache/commons/lang/StringUtils.java#2762,0
org/apache/commons/lang/StringUtils.java#4468,0
org/apache/commons/lang/StringUtils.java#2760,0
org/apache/commons/lang/StringUtils.java#1780,0
org/apache/commons/lang/StringUtils.java#1781,0
org/apache/commons/lang/time/DurationFormatUtils.java#383,0.09999999999999998
org/apache/commons/lang/StringUtils.java#1783,0
org/apache/commons/lang/StringUtils.java#1784,0
org/apache/commons/lang/StringUtils.java#1785,0
org/apache/commons/lang/time/DurationFormatUtils.java#387,0.09999999999999998
org/apache/commons/lang/StringUtils.java#1787,0
org/apache/commons/lang/time/DurationFormatUtils.java#388,0
org/apache/commons/lang/time/DurationFormatUtils.java#270,0.33333333333333337
org/apache/commons/lang/StringUtils.java#1308,0
org/apache/commons/lang/StringUtils.java#1309,0
org/apache/commons/lang/time/DurationFormatUtils.java#274,0.33333333333333337
org/apache/commons/lang/StringUtils.java#4203,0
org/apache/commons/lang/StringUtils.java#1305,0
org/apache/commons/lang/StringUtils.java#1306,0
org/apache/commons/lang/StringUtils.java#1307,0
org/apache/commons/lang/StringUtils.java#3583,0
org/apache/commons/lang/StringUtils.java#1302,0
org/apache/commons/lang/StringUtils.java#1303,0
org/apache/commons/lang/StringUtils.java#803,0
org/apache/commons/lang/StringUtils.java#1064,0
org/apache/commons/lang/StringUtils.java#801,0
org/apache/commons/lang/StringUtils.java#800,0
org/apache/commons/lang/StringUtils.java#807,0
org/apache/commons/lang/StringUtils.java#806,0
org/apache/commons/lang/StringUtils.java#1063,0
org/apache/commons/lang/StringUtils.java#804,0
org/apache/commons/lang/StringUtils.java#4268,0
org/apache/commons/lang/StringUtils.java#4503,0
org/apache/commons/lang/StringUtils.java#808,0
org/apache/commons/lang/StringUtils.java#4504,0
org/apache/commons/lang/StringUtils.java#4507,0
org/apache/commons/lang/StringUtils.java#4470,0
org/apache/commons/lang/StringUtils.java#4215,0
org/apache/commons/lang/StringUtils.java#4214,0
org/apache/commons/lang/time/DurationFormatUtils.java#318,0.33333333333333337
org/apache/commons/lang/StringUtils.java#3639,0
org/apache/commons/lang/StringUtils.java#4211,0
org/apache/commons/lang/StringUtils.java#4210,0
org/apache/commons/lang/StringUtils.java#4213,0
org/apache/commons/lang/StringUtils.java#4212,0
org/apache/commons/lang/time/DurationFormatUtils.java#312,1.0
org/apache/commons/lang/StringUtils.java#4472,0
org/apache/commons/lang/StringUtils.java#3489,0
org/apache/commons/lang/StringUtils.java#4218,0
org/apache/commons/lang/time/DurationFormatUtils.java#314,0.33333333333333337
org/apache/commons/lang/time/DurationFormatUtils.java#315,1.0
org/apache/commons/lang/StringUtils.java#3648,0
org/apache/commons/lang/StringUtils.java#3643,0
org/apache/commons/lang/StringUtils.java#3641,0
org/apache/commons/lang/StringUtils.java#3640,0
org/apache/commons/lang/StringUtils.java#3647,0
org/apache/commons/lang/StringUtils.java#3644,0
org/apache/commons/lang/StringUtils.java#1168,0
org/apache/commons/lang/StringUtils.java#1169,0
org/apache/commons/lang/StringUtils.java#3370,0
org/apache/commons/lang/time/DurationFormatUtils.java#182,0
org/apache/commons/lang/StringUtils.java#1162,0
org/apache/commons/lang/StringUtils.java#1163,0
org/apache/commons/lang/StringUtils.java#1165,0
org/apache/commons/lang/StringUtils.java#1166,0
org/apache/commons/lang/StringUtils.java#1167,0
org/apache/commons/lang/StringUtils.java#2891,0
org/apache/commons/lang/time/DurationFormatUtils.java#187,0
org/apache/commons/lang/time/DurationFormatUtils.java#186,0
org/apache/commons/lang/time/DurationFormatUtils.java#185,0
org/apache/commons/lang/StringUtils.java#4734,0
org/apache/commons/lang/StringUtils.java#3213,0
org/apache/commons/lang/StringUtils.java#2268,0
org/apache/commons/lang/StringUtils.java#2269,0
org/apache/commons/lang/time/DurationFormatUtils.java#301,0.33333333333333337
org/apache/commons/lang/StringUtils.java#4795,0
org/apache/commons/lang/StringUtils.java#2884,0
org/apache/commons/lang/StringUtils.java#4328,0
org/apache/commons/lang/StringUtils.java#3415,0
org/apache/commons/lang/StringUtils.java#3412,0
org/apache/commons/lang/StringUtils.java#3413,0
org/apache/commons/lang/StringUtils.java#3410,0
org/apache/commons/lang/time/DurationFormatUtils.java#188,0
org/apache/commons/lang/time/DurationFormatUtils.java#201,0
org/apache/commons/lang/StringUtils.java#4508,0
org/apache/commons/lang/StringUtils.java#3921,0
org/apache/commons/lang/StringUtils.java#2461,0
org/apache/commons/lang/StringUtils.java#2462,0
org/apache/commons/lang/StringUtils.java#2464,0
org/apache/commons/lang/StringUtils.java#2465,0
org/apache/commons/lang/StringUtils.java#2467,0
org/apache/commons/lang/StringUtils.java#2469,0
org/apache/commons/lang/time/DurationFormatUtils.java#351,0.33333333333333337
org/apache/commons/lang/time/DurationFormatUtils.java#289,0.33333333333333337
org/apache/commons/lang/StringUtils.java#4401,0
org/apache/commons/lang/StringUtils.java#2415,0
org/apache/commons/lang/StringUtils.java#2414,0
org/apache/commons/lang/StringUtils.java#2416,0
org/apache/commons/lang/StringUtils.java#2411,0
org/apache/commons/lang/StringUtils.java#2410,0
org/apache/commons/lang/StringUtils.java#2413,0
org/apache/commons/lang/StringUtils.java#2412,0
org/apache/commons/lang/StringUtils.java#3305,0
org/apache/commons/lang/StringUtils.java#2419,0
org/apache/commons/lang/StringUtils.java#2418,0
org/apache/commons/lang/time/DurationFormatUtils.java#603,0
org/apache/commons/lang/StringUtils.java#506,0
org/apache/commons/lang/StringUtils.java#505,0
org/apache/commons/lang/StringUtils.java#2396,0
org/apache/commons/lang/StringUtils.java#2397,0
org/apache/commons/lang/StringUtils.java#4035,0
org/apache/commons/lang/StringUtils.java#4034,0
org/apache/commons/lang/StringUtils.java#4037,0
org/apache/commons/lang/StringUtils.java#2399,0
org/apache/commons/lang/StringUtils.java#4030,0
org/apache/commons/lang/StringUtils.java#508,0
org/apache/commons/lang/StringUtils.java#509,0
org/apache/commons/lang/time/DurationFormatUtils.java#149,0
org/apache/commons/lang/time/DurationFormatUtils.java#277,0.33333333333333337
org/apache/commons/lang/time/DurationFormatUtils.java#424,0
org/apache/commons/lang/time/DurationFormatUtils.java#426,0
org/apache/commons/lang/StringUtils.java#619,0
org/apache/commons/lang/time/DurationFormatUtils.java#420,0
org/apache/commons/lang/time/DurationFormatUtils.java#421,0
org/apache/commons/lang/time/DurationFormatUtils.java#422,0
org/apache/commons/lang/time/DurationFormatUtils.java#423,0
org/apache/commons/lang/StringUtils.java#3923,0
org/apache/commons/lang/StringUtils.java#3920,0
org/apache/commons/lang/StringUtils.java#3024,0
org/apache/commons/lang/StringUtils.java#3926,0
org/apache/commons/lang/StringUtils.java#3021,0
org/apache/commons/lang/StringUtils.java#3020,0
org/apache/commons/lang/StringUtils.java#3928,0
org/apache/commons/lang/time/DurationFormatUtils.java#547,0.09090909090909094
org/apache/commons/lang/time/DurationFormatUtils.java#148,0
org/apache/commons/lang/time/DurationFormatUtils.java#401,0
org/apache/commons/lang/StringUtils.java#2138,0
org/apache/commons/lang/StringUtils.java#2137,0
org/apache/commons/lang/StringUtils.java#3924,0
org/apache/commons/lang/StringUtils.java#2135,0
org/apache/commons/lang/StringUtils.java#2132,0
org/apache/commons/lang/StringUtils.java#2131,0
org/apache/commons/lang/StringUtils.java#2888,0
org/apache/commons/lang/time/DurationFormatUtils.java#512,0.09090909090909094
org/apache/commons/lang/StringUtils.java#2524,0
org/apache/commons/lang/time/DurationFormatUtils.java#349,0.5
org/apache/commons/lang/StringUtils.java#4153,0
org/apache/commons/lang/time/DurationFormatUtils.java#451,0.08333333333333337
org/apache/commons/lang/time/DurationFormatUtils.java#450,0.08333333333333337
org/apache/commons/lang/time/DurationFormatUtils.java#597,0
org/apache/commons/lang/StringUtils.java#229,0
org/apache/commons/lang/StringUtils.java#1436,0
org/apache/commons/lang/StringUtils.java#1341,0
org/apache/commons/lang/StringUtils.java#1342,0
org/apache/commons/lang/StringUtils.java#1435,0
org/apache/commons/lang/StringUtils.java#1432,0
org/apache/commons/lang/StringUtils.java#1433,0
org/apache/commons/lang/StringUtils.java#1430,0
org/apache/commons/lang/StringUtils.java#3925,0
org/apache/commons/lang/time/DurationFormatUtils.java#134,0
org/apache/commons/lang/StringUtils.java#4950,0
org/apache/commons/lang/StringUtils.java#2665,0
org/apache/commons/lang/StringUtils.java#1438,0
org/apache/commons/lang/StringUtils.java#187,0
org/apache/commons/lang/StringUtils.java#4329,0
org/apache/commons/lang/time/DurationFormatUtils.java#548,0.09090909090909094
org/apache/commons/lang/StringUtils.java#3321,0
org/apache/commons/lang/StringUtils.java#3322,0
org/apache/commons/lang/StringUtils.java#3323,0
org/apache/commons/lang/StringUtils.java#3324,0
org/apache/commons/lang/StringUtils.java#2668,0
org/apache/commons/lang/StringUtils.java#3214,0
org/apache/commons/lang/StringUtils.java#810,0
org/apache/commons/lang/StringUtils.java#3216,0
org/apache/commons/lang/StringUtils.java#3217,0
org/apache/commons/lang/StringUtils.java#3210,0
org/apache/commons/lang/StringUtils.java#3211,0
org/apache/commons/lang/StringUtils.java#3212,0
org/apache/commons/lang/StringUtils.java#811,0
org/apache/commons/lang/StringUtils.java#3607,0
org/apache/commons/lang/time/DurationFormatUtils.java#216,0
org/apache/commons/lang/StringUtils.java#3357,0
org/apache/commons/lang/StringUtils.java#3356,0
org/apache/commons/lang/StringUtils.java#3218,0
org/apache/commons/lang/StringUtils.java#812,0
org/apache/commons/lang/StringUtils.java#2735,0
org/apache/commons/lang/StringUtils.java#2822,0
org/apache/commons/lang/StringUtils.java#2737,0
org/apache/commons/lang/StringUtils.java#2730,0
org/apache/commons/lang/StringUtils.java#2731,0
org/apache/commons/lang/StringUtils.java#2732,0
org/apache/commons/lang/StringUtils.java#2733,0
org/apache/commons/lang/StringUtils.java#2634,0
org/apache/commons/lang/StringUtils.java#2631,0
org/apache/commons/lang/StringUtils.java#2632,0
org/apache/commons/lang/StringUtils.java#2857,0
org/apache/commons/lang/StringUtils.java#2856,0
org/apache/commons/lang/StringUtils.java#1239,0
org/apache/commons/lang/StringUtils.java#1236,0
org/apache/commons/lang/StringUtils.java#1237,0
org/apache/commons/lang/StringUtils.java#2859,0
org/apache/commons/lang/time/DurationFormatUtils.java#293,0.33333333333333337
org/apache/commons/lang/time/DurationFormatUtils.java#486,0
org/apache/commons/lang/StringUtils.java#879,0
org/apache/commons/lang/StringUtils.java#977,0
org/apache/commons/lang/StringUtils.java#4395,0
org/apache/commons/lang/StringUtils.java#4396,0
org/apache/commons/lang/time/DurationFormatUtils.java#329,0.33333333333333337
org/apache/commons/lang/StringUtils.java#4398,0
org/apache/commons/lang/StringUtils.java#4399,0
org/apache/commons/lang/StringUtils.java#1481,0
org/apache/commons/lang/StringUtils.java#978,0
org/apache/commons/lang/StringUtils.java#1487,0
org/apache/commons/lang/time/DurationFormatUtils.java#340,0
org/apache/commons/lang/StringUtils.java#1485,0
org/apache/commons/lang/StringUtils.java#1484,0
org/apache/commons/lang/StringUtils.java#4773,0
org/apache/commons/lang/StringUtils.java#4776,0
org/apache/commons/lang/StringUtils.java#4777,0
org/apache/commons/lang/StringUtils.java#4774,0
org/apache/commons/lang/time/DurationFormatUtils.java#385,0.09999999999999998
org/apache/commons/lang/StringUtils.java#3580,0
org/apache/commons/lang/StringUtils.java#4779,0
org/apache/commons/lang/StringUtils.java#1535,0
org/apache/commons/lang/StringUtils.java#4157,0
org/apache/commons/lang/StringUtils.java#3450,0
org/apache/commons/lang/time/DurationFormatUtils.java#449,0.08333333333333337
org/apache/commons/lang/StringUtils.java#3512,0
org/apache/commons/lang/StringUtils.java#3511,0
org/apache/commons/lang/StringUtils.java#3510,0
org/apache/commons/lang/StringUtils.java#4878,0
org/apache/commons/lang/StringUtils.java#3514,0
org/apache/commons/lang/time/DurationFormatUtils.java#604,0
org/apache/commons/lang/time/DurationFormatUtils.java#605,0
org/apache/commons/lang/time/DurationFormatUtils.java#607,0
org/apache/commons/lang/time/DurationFormatUtils.java#600,0
org/apache/commons/lang/time/DurationFormatUtils.java#291,0
org/apache/commons/lang/time/DurationFormatUtils.java#602,0
org/apache/commons/lang/time/DurationFormatUtils.java#560,0
org/apache/commons/lang/time/DurationFormatUtils.java#290,0
org/apache/commons/lang/time/DurationFormatUtils.java#142,0
org/apache/commons/lang/StringUtils.java#1658,0
org/apache/commons/lang/StringUtils.java#1657,0
org/apache/commons/lang/StringUtils.java#4080,0
org/apache/commons/lang/StringUtils.java#4081,0
org/apache/commons/lang/StringUtils.java#4083,0
org/apache/commons/lang/StringUtils.java#3363,0
org/apache/commons/lang/time/DurationFormatUtils.java#566,0.11111111111111116
org/apache/commons/lang/StringUtils.java#4834,0
org/apache/commons/lang/StringUtils.java#2297,0
org/apache/commons/lang/StringUtils.java#4171,0
org/apache/commons/lang/StringUtils.java#2295,0
org/apache/commons/lang/StringUtils.java#2294,0
org/apache/commons/lang/StringUtils.java#2292,0
org/apache/commons/lang/StringUtils.java#2291,0
org/apache/commons/lang/time/DurationFormatUtils.java#203,0
org/apache/commons/lang/StringUtils.java#4836,0
org/apache/commons/lang/time/DurationFormatUtils.java#299,0
org/apache/commons/lang/time/DurationFormatUtils.java#445,0.08333333333333337
org/apache/commons/lang/StringUtils.java#4829,0
org/apache/commons/lang/StringUtils.java#4370,0
org/apache/commons/lang/time/DurationFormatUtils.java#530,0.09999999999999998
org/apache/commons/lang/time/DurationFormatUtils.java#386,0.09999999999999998
org/apache/commons/lang/time/DurationFormatUtils.java#302,0
org/apache/commons/lang/time/DurationFormatUtils.java#448,0.08333333333333337
org/apache/commons/lang/time/DurationFormatUtils.java#305,0.33333333333333337
org/apache/commons/lang/StringUtils.java#4868,0
org/apache/commons/lang/StringUtils.java#2459,0
org/apache/commons/lang/StringUtils.java#2458,0
org/apache/commons/lang/StringUtils.java#2592,0
org/apache/commons/lang/StringUtils.java#2593,0
org/apache/commons/lang/StringUtils.java#2595,0
org/apache/commons/lang/StringUtils.java#2596,0
org/apache/commons/lang/StringUtils.java#2597,0
org/apache/commons/lang/StringUtils.java#2451,0
org/apache/commons/lang/StringUtils.java#2599,0
org/apache/commons/lang/StringUtils.java#2453,0
org/apache/commons/lang/StringUtils.java#2455,0
org/apache/commons/lang/StringUtils.java#2454,0
org/apache/commons/lang/StringUtils.java#2457,0
org/apache/commons/lang/StringUtils.java#2456,0
org/apache/commons/lang/StringUtils.java#2171,0
org/apache/commons/lang/StringUtils.java#2175,0
org/apache/commons/lang/StringUtils.java#2073,0
org/apache/commons/lang/StringUtils.java#2179,0
org/apache/commons/lang/time/DurationFormatUtils.java#415,0
org/apache/commons/lang/time/DurationFormatUtils.java#414,0
org/apache/commons/lang/time/DurationFormatUtils.java#417,0
org/apache/commons/lang/time/DurationFormatUtils.java#416,0
org/apache/commons/lang/StringUtils.java#652,0
org/apache/commons/lang/StringUtils.java#558,0
org/apache/commons/lang/time/DurationFormatUtils.java#413,0
org/apache/commons/lang/time/DurationFormatUtils.java#412,0
org/apache/commons/lang/StringUtils.java#555,0
org/apache/commons/lang/StringUtils.java#554,0
org/apache/commons/lang/StringUtils.java#557,0
org/apache/commons/lang/time/DurationFormatUtils.java#419,0
org/apache/commons/lang/StringUtils.java#550,0
org/apache/commons/lang/StringUtils.java#553,0
org/apache/commons/lang/StringUtils.java#3574,0
org/apache/commons/lang/StringUtils.java#2603,0
org/apache/commons/lang/time/DurationFormatUtils.java#558,0
org/apache/commons/lang/StringUtils.java#4587,0
org/apache/commons/lang/time/DurationFormatUtils.java#331,0.5
org/apache/commons/lang/time/DurationFormatUtils.java#57,0
org/apache/commons/lang/StringUtils.java#3812,0
org/apache/commons/lang/StringUtils.java#3813,0
org/apache/commons/lang/StringUtils.java#3811,0
org/apache/commons/lang/StringUtils.java#2688,0
org/apache/commons/lang/StringUtils.java#2689,0
org/apache/commons/lang/StringUtils.java#3814,0
org/apache/commons/lang/StringUtils.java#3578,0
org/apache/commons/lang/StringUtils.java#2684,0
org/apache/commons/lang/StringUtils.java#2685,0
org/apache/commons/lang/StringUtils.java#2686,0
org/apache/commons/lang/StringUtils.java#2680,0
org/apache/commons/lang/StringUtils.java#2682,0
org/apache/commons/lang/StringUtils.java#4236,0
org/apache/commons/lang/StringUtils.java#2778,0
org/apache/commons/lang/StringUtils.java#2779,0
org/apache/commons/lang/StringUtils.java#3313,0
org/apache/commons/lang/time/DurationFormatUtils.java#153,0
org/apache/commons/lang/StringUtils.java#3314,0
org/apache/commons/lang/StringUtils.java#3317,0
org/apache/commons/lang/StringUtils.java#3316,0
org/apache/commons/lang/StringUtils.java#2770,0
org/apache/commons/lang/StringUtils.java#3318,0
org/apache/commons/lang/StringUtils.java#2773,0
org/apache/commons/lang/StringUtils.java#2774,0
org/apache/commons/lang/StringUtils.java#2775,0
org/apache/commons/lang/StringUtils.java#2777,0
org/apache/commons/lang/time/DurationFormatUtils.java#529,0.09999999999999998
org/apache/commons/lang/StringUtils.java#3080,0
org/apache/commons/lang/StringUtils.java#4506,0
org/apache/commons/lang/time/DurationFormatUtils.java#391,0
org/apache/commons/lang/StringUtils.java#2675,0
org/apache/commons/lang/StringUtils.java#2674,0
org/apache/commons/lang/time/DurationFormatUtils.java#394,0.09999999999999998
org/apache/commons/lang/StringUtils.java#2676,0
org/apache/commons/lang/StringUtils.java#2679,0
org/apache/commons/lang/StringUtils.java#882,0
org/apache/commons/lang/time/DurationFormatUtils.java#398,0
org/apache/commons/lang/StringUtils.java#880,0
org/apache/commons/lang/StringUtils.java#1476,0
org/apache/commons/lang/StringUtils.java#1475,0
org/apache/commons/lang/StringUtils.java#1379,0
org/apache/commons/lang/StringUtils.java#1271,0
org/apache/commons/lang/StringUtils.java#1272,0
org/apache/commons/lang/StringUtils.java#1274,0
org/apache/commons/lang/StringUtils.java#4686,0
org/apache/commons/lang/StringUtils.java#4687,0
org/apache/commons/lang/StringUtils.java#1377,0
org/apache/commons/lang/StringUtils.java#1376,0
org/apache/commons/lang/StringUtils.java#4921,0
org/apache/commons/lang/StringUtils.java#4920,0
org/apache/commons/lang/StringUtils.java#3369,0
org/apache/commons/lang/time/DurationFormatUtils.java#276,0.33333333333333337
org/apache/commons/lang/StringUtils.java#4512,0
org/apache/commons/lang/time/DurationFormatUtils.java#559,0
org/apache/commons/lang/StringUtils.java#4206,0
org/apache/commons/lang/StringUtils.java#4204,0
org/apache/commons/lang/time/DurationFormatUtils.java#321,0.33333333333333337
org/apache/commons/lang/StringUtils.java#3228,0
org/apache/commons/lang/StringUtils.java#3490,0
org/apache/commons/lang/StringUtils.java#3491,0
org/apache/commons/lang/StringUtils.java#3225,0
org/apache/commons/lang/StringUtils.java#3556,0
org/apache/commons/lang/StringUtils.java#3555,0
org/apache/commons/lang/StringUtils.java#3226,0
org/apache/commons/lang/StringUtils.java#3553,0
org/apache/commons/lang/StringUtils.java#3552,0
org/apache/commons/lang/StringUtils.java#3551,0
org/apache/commons/lang/StringUtils.java#3222,0
org/apache/commons/lang/StringUtils.java#3655,0
org/apache/commons/lang/StringUtils.java#3657,0
