Statement,Suspiciousness
org.mockito.internal.stubbing.defaultanswers.ReturnsMocks#19,0.0013977172115098382
org.mockito.internal.stubbing.BaseStubbing#19,0.0
org.mockito.internal.exceptions.base.StackTraceFilter#19,0.0014695969730302617
org.mockito.internal.exceptions.base.ConditionalStackTraceFilter#19,0.0020706463529194153
org.mockito.internal.creation.cglib.CGLIBHacker#19,0.0016575931557891812
org.mockito.internal.util.reflection.AccessibilityChanger#19,0.0019255852357756861
org.mockito.internal.invocation.realmethod.CGLIBProxyRealMethod#19,0.0016575931557891812
org.mockito.internal.stubbing.defaultanswers.GloballyConfiguredAnswer#19,0.0014024376478161907
org.mockito.internal.reporting.SmartPrinter#19,0.005882760066687646
org.mockito.internal.invocation.realmethod.FilteredCGLIBProxyRealMethod#19,0.0016575931557891812
org.mockito.exceptions.verification.junit.JUnitTool#19,0.006354107097191862
org.mockito.internal.creation.jmock.SearchingClassLoader#19,0
org.mockito.internal.util.MockName#19,0.001732938299234144
org.mockito.internal.stubbing.OngoingStubbingImpl#19,0.0017015860729131273
org.mockito.exceptions.misusing.InvalidUseOfMatchersException#19,0.0
org.mockito.internal.util.MockCreationValidator#19,0
org.mockito.internal.matchers.Equals#19,0.0018714650997283548
org.mockito.configuration.DefaultMockitoConfiguration#20,0.001233684462485034
org.mockito.internal.debugging.Location#20,0.0014806384278366073
org.mockito.internal.exceptions.base.StackTraceFilter#20,0.0014695969730302617
org.mockito.internal.stubbing.BaseStubbing#20,0.0
org.mockito.internal.verification.VerificationModeFactory#20,0.0
org.mockito.internal.exceptions.base.ConditionalStackTraceFilter#20,0.0021115286615693628
org.mockito.internal.creation.cglib.CGLIBHacker#20,0.0016575931557891812
org.mockito.internal.util.reflection.AccessibilityChanger#20,0
org.mockito.exceptions.verification.junit.ArgumentsAreDifferent#20,0.006354107097191862
org.mockito.internal.matchers.MatchersPrinter#20,0.003052414315659402
org.mockito.internal.reporting.SmartPrinter#20,0.005882760066687646
org.mockito.internal.progress.MockingProgressImpl#20,0.001233684462485034
org.mockito.exceptions.verification.junit.JUnitTool#20,0.006354107097191862
org.mockito.internal.creation.jmock.SearchingClassLoader#20,0
org.mockito.internal.invocation.MatchersBinder#20,0.0016575931557891812
org.mockito.internal.stubbing.OngoingStubbingImpl#20,0.0017015860729131273
org.mockito.exceptions.verification.WantedButNotInvoked#20,0
org.mockito.internal.configuration.ClassPathLoader#20,0.001233684462485034
org.mockito.internal.matchers.Equals#20,0.0018714650997283548
org.mockito.internal.util.reflection.LenientCopyTool#20,0.0
org.mockito.exceptions.verification.ArgumentsAreDifferent#20,0
org.mockito.internal.configuration.SpyAnnotationEngine#21,0.001233684462485034
org.mockito.internal.invocation.realmethod.FilteredCGLIBProxyRealMethod#21,0.001656028650338379
org.mockito.internal.creation.jmock.ClassImposterizer#21,0.0014024376478161907
org.mockito.internal.creation.DelegatingMethod#21,0
org.mockito.exceptions.base.MockitoAssertionError#21,0.0
