project_id	bug_id	rank_mean_best	rank_min_best	rank_max_best	rank_best_case	Compare_SBFL_Better	Improvement_Case_MEANVSBESTCASE	spectra	tests	fail	pass	1_max	0_from_1_max	1_median	0_from_1_median	1_min	0_from_1_min
Math	68	224	224	224	130	1	-1	620	44	2	42	376	244	376	244	375	245
Math	69	154.5	154.5	154.5	46	1	0	3360	15	2	13	254	3106	254	3106	254	3106
Math	70	1	1	1	1	0	0	181	16	1	15	30	151	30	151	30	151
Math	71	2	2	2	1	1	0	1108	114	2	112	424	684	424	684	349	759
Math	72	8	8	8	2.5	1	-6	227	152	1	151	65	162	65	162	65	162
Math	73	12	12	12	2.5	1	-5	306	166	1	165	93	213	93	213	93	213
Math	74	603	603	603	912.3333333	0	0	4661	56	1	55	1101	3560	1101	3560	1101	3560
Math	75	1	1	1	1.5	0	0	131	8	1	7	53	78	53	78	53	78
Math	76	1	1	1	75.25	0	5	5117	17	2	15	539	4578	539	4578	512	4605
Math	77	19	19	19	3.375	1	-5	4643	346	2	344	103	4540	103	4540	35	4608
Math	78	46	46	46	107	0	0	476	116	1	115	178	298	178	298	178	298
Math	79	12	12	12	31	0	0	491	409	1	408	40	451	40	451	40	451
Math	80	69	69	69	18	1	0	4447	36	1	35	620	3827	620	3827	620	3827
Math	81	46	46	46	8	1	-4	4446	35	1	34	459	3987	459	3987	459	3987
Math	82	138	138	138	157.5	0	0	2019	14	1	13	252	1767	252	1767	252	1767
Math	83	69	69	69	21	1	0	2018	17	1	16	274	1744	274	1744	274	1744
Math	84	14	13	13	24.5	0	0	251	5	2	3	124	127	124	127	119	132
Math	85	79	79	79	86	0	0	467	92	1	91	111	356	111	356	111	356
Math	86	44	50	40	75	0	0	1492	12	2	10	194	1298	194	1298	92	1400
Math	87	37.5	37.5	37.5	120.3333333	0	0	2010	16	1	15	253	1757	253	1757	253	1757
Math	88	1	1	1	1	0	0	2010	15	1	14	267	1743	267	1743	267	1743
Math	89	1	1	1	1	0	0	108	7	1	6	4	104	4	104	4	104
Math	90	5	5	5	3.333333333	1	0	106	7	1	6	8	98	8	98	8	98
Math	91	1	1	1	1.333333333	0	0	471	56	1	55	39	432	39	432	39	432
Math	92	1	1	1	1.5	0	0	227	203	1	202	28	199	28	199	28	199
Math	93	2	2	2	2	0	0	222	202	1	201	11	211	11	211	11	211
Math	94	11	11	11	13.5	0	0	221	202	1	201	21	200	21	200	21	200
Math	95	5	5	5	8.666666667	0	6	451	22	1	21	96	355	96	355	96	355
Math	96	6	6	6	8.5	0	0	128	149	1	148	24	104	24	104	24	104
Math	97	1	1	1	1.5	0	0	218	59	1	58	48	170	48	170	48	170
Math	98	3	3	3	6.666666667	0	6	919	113	2	111	32	887	32	887	28	891
Math	99	1	1	1	1.666666667	0	0	325	290	2	288	30	295	30	295	24	301
Math	100	5	5	5	11.5	0	5	631	48	1	47	232	399	232	399	232	399
Math	101	15	15	15	9.5	1	-4	140	70	2	68	63	77	63	77	63	77
Math	102	2	2	2	3.75	0	0	929	30	6	24	194	735	124	805	79	850
Math	103	30	30	30	35.33333333	0	0	238	20	1	19	75	163	75	163	75	163
Math	104	5	5	5	257.5	0	3	169	91	1	90	62	107	62	107	62	107
Math	105	13	13	13	13	0	0	68	9	1	8	25	43	25	43	25	43
Math	106	8	8	8	3.75	1	-6	187	16	1	15	72	115	72	115	72	115
Mockito	1	1	1	1	1.5	0	0	2802	964	26	938	874	1928	796	2006	631	2171
Mockito	2	16	16	16	1.666666667	1	-5	1400	30	3	27	230	1170	99	1301	99	1301
Mockito	3	3	13	3	1	1	0	3352	965	9	956	842	2510	828	2524	745	2607
Mockito	4	3306.5	3306.5	3306.5	1214	1	0	2214	1311	4	1307	642	1572	633	1581	498	1716
Mockito	5	5287.5	5287.5	5287.5	2448.5	1	0	4252	25	1	24	142	4110	142	4110	142	4110
Mockito	6	2	1	2	2	0	0	2500	1089	7	1082	868	1632	856	1644	856	1644
Mockito	7	37	37	37	48	0	0	1876	47	1	46	646	1230	646	1230	646	1230
Mockito	8	210	210	210	276.5	0	0	193	46	1	45	60	133	60	133	60	133
Mockito	9	3328.5	3328.5	3328.5	1685.5	1	0	2268	1104	3	1101	612	1656	609	1659	606	1662
Mockito	10	9	9	9	21	0	4	1800	1075	1	1074	510	1290	510	1290	510	1290
Mockito	11	1	1	1	1	0	0	953	902	2	900	239	714	239	714	239	714
Mockito	12	69	267	39	1.5	1	-5	1565	20	10	10	279	1286	140	1425	3	1562
Mockito	13	83	83	83	85.5	0	0	1622	746	1	745	625	997	625	997	625	997
Mockito	14	370	370	370	98	1	-1	1439	732	1	731	626	813	626	813	626	813
Mockito	15	276.5	276.5	276.5	164	1	-1	1243	23	1	22	475	768	475	768	475	768
Mockito	16	4	4	4	5.5	0	6	1209	653	1	652	458	751	458	751	458	751
Mockito	17	2	2	2	4	0	0	1022	656	1	655	213	809	213	809	213	809
Mockito	18	1	1	1	1	0	0	1021	1111	1	1110	303	718	303	718	303	718
Mockito	19	2597	2597	2597	15	1	-1	1781	1181	1	1180	853	928	853	928	853	928
Mockito	20	252	257	217	111	1	-1	2347	1303	8	1295	931	1416	603	1744	489	1858
Mockito	21	2	2	2	2	0	0	940	17	1	16	224	716	224	716	224	716
Mockito	22	9	9	9	12	0	4	931	567	1	566	211	720	211	720	211	720
Mockito	23	319.5	319.5	319.5	14.5	1	-1	1925	1044	1	1043	679	1246	679	1246	679	1246
Mockito	24	1	1	1	1	0	0	3394	1053	2	1051	651	2743	651	2743	598	2796
Mockito	25	56	50	58	62.2	0	0	3296	1031	6	1025	616	2680	571	2725	546	2750
Mockito	26	96	133	41	103	0	0	3048	783	5	778	667	2381	487	2561	34	3014
Mockito	27	3	3	3	16.33333333	0	5	1513	1075	2	1073	577	936	577	936	236	1277
Mockito	28	316	316	316	243	1	0	1267	28	1	27	559	708	559	708	559	708
Mockito	29	2434	2434	2434	1268	1	0	1620	58	1	57	638	982	638	982	638	982
Mockito	30	6	6	6	3	1	-6	780	982	1	981	277	503	277	503	277	503
Mockito	31	1	1	1	2	0	0	765	782	1	781	238	527	238	527	238	527
Mockito	32	348.5	348.5	348.5	2	1	-3	1562	955	1	954	688	874	688	874	688	874
Mockito	33	126	144	84	85.5	1	0	1525	690	2	688	622	903	622	903	513	1012
Mockito	34	73	112	42	50	1	0	2113	611	2	609	541	1572	541	1572	430	1683
Mockito	35	9	6	9	1	1	-6	1374	632	4	628	427	947	426	948	423	951
Mockito	36	2845.5	2845.5	2845.5	1395	1	0	2035	804	2	802	516	1519	516	1519	251	1784
Mockito	37	11	12	10	3	1	-5	1235	303	2	301	459	776	459	776	257	978
Mockito	38	2049	2049	2049	1081.5	1	0	1371	102	2	100	578	793	578	793	79	1292
Time	1	4	4	4	3.333333333	1	0	3959	3946	1	3945	1002	2957	1002	2957	1002	2957
Time	2	6	6	6	4	1	-6	5718	3946	1	3945	1700	4018	1700	4018	1700	4018
Time	3	1	1	1	1	0	0	5916	1307	5	1302	1799	4117	1795	4121	1793	4123
Time	4	16	16	16	25.5	0	0	7558	770	1	769	1706	5852	1706	5852	1706	5852
Time	5	2	2	2	2	0	0	4375	1887	3	1884	1203	3172	1023	3352	1023	3352
Time	6	5	8	5	1.666666667	1	0	5036	2600	5	2595	1180	3856	1149	3887	1128	3908
Time	7	48	47	49	13	1	0	7109	2703	2	2701	1969	5140	1969	5140	1942	5167
Time	8	10	10	10	26.5	0	4	3569	3883	1	3882	461	3108	461	3108	461	3108
Time	9	5	5	5	3	1	0	3565	3883	1	3882	462	3103	462	3103	462	3103
Time	10	861.5	861.5	861.5	210.3333333	1	0	7227	371	2	369	1583	5644	1583	5644	1567	5660
Time	11	663.5	663.5	663.5	458.5	1	0	4794	8	1	7	1260	3534	1260	3534	1260	3534
Time	12	1	1	1	22	0	5	5569	1674	8	1666	1500	4069	1497	4072	1443	4126
Time	13	13	13	13	21	0	0	5163	971	1	970	1328	3835	1328	3835	1328	3835
Time	14	8	10	8	5	1	-6	6990	3816	8	3808	2006	4984	1914	5076	1902	5088
Time	15	1	1	1	2	0	0	175	2725	1	2724	7	168	7	168	7	168
Time	16	1	1	1	8	0	6	7015	2596	7	2589	2161	4854	2024	4991	2020	4995
Time	17	1	1	1	1.666666667	0	0	3981	3800	1	3799	1058	2923	1058	2923	1058	2923
Time	18	11	11	11	3	1	-5	4373	2485	1	2484	1093	3280	1093	3280	1093	3280
Time	19	785.5	785.5	785.5	206	1	0	5707	3790	1	3789	1407	4300	1407	4300	1407	4300
Time	20	5	5	5	4.4	1	0	5748	2575	1	2574	1348	4400	1348	4400	1348	4400
Time	21	2	2	2	3	0	0	3578	3783	2	3781	1014	2564	1014	2564	1014	2564
Time	22	10	10	11	4.5	1	-6	4641	1814	2	1812	1048	3593	1048	3593	1040	3601
Time	23	1	1	1	3.314285714	0	0	1584	3572	1	3571	260	1324	260	1324	260	1324
Time	24	1110	1110	1110	670	1	0	7512	1038	7	1031	2034	5478	2030	5482	2023	5489
Time	25	96	67	109	226	0	1	5606	3729	3	3726	1426	4180	1420	4186	1418	4188
Time	26	73	105	80	612.5	0	1	6641	3763	8	3755	1894	4747	1890	4751	1306	5335
Time	27	759	759	759	381	1	0	5947	738	1	737	1380	4567	1380	4567	1380	4567
