project_id	bug_id	rank_mean_best	rank_min_best	rank_max_best	rank_mean_average	rank_min_average	rank_max_average	rank_mean_worst	rank_min_worst	rank_max_worst	exam_mean_best	exam_min_best	exam_max_best	exam_mean_average	exam_min_average	exam_max_average	exam_mean_worst	exam_min_worst	exam_max_worst
Closure	1	142.0	142.0	123.0	142.0	142.0	123.0	142.0	142.0	123.0	0.0023914581158004647	0.0023914581158004647	0.002071474283404628	0.0023914581158004647	0.0023914581158004647	0.002071474283404628	0.0023914581158004647	0.0023914581158004647	0.002071474283404628
Closure	10	1599.5	1599.5	1599.5	1599.5	1599.5	1599.5	1599.5	1599.5	1599.5	0.045777167224750295	0.045777167224750295	0.045777167224750295	0.045777167224750295	0.045777167224750295	0.045777167224750295	0.045777167224750295	0.045777167224750295	0.045777167224750295
Closure	100	41.0	38.0	38.0	13357.0	13357.0	13357.0	13357.0	13357.0	13357.0	0.001651893634165995	0.0015310233682514101	0.0015310233682514101	0.5381547139403706	0.5381547139403706	0.5381547139403706	0.5381547139403706	0.5381547139403706	0.5381547139403706
Closure	101	2719.5	2719.5	2719.5	2719.5	2719.5	2719.5	2719.5	2719.5	2719.5	0.05775356778797146	0.05775356778797146	0.05775356778797146	0.05775356778797146	0.05775356778797146	0.05775356778797146	0.05775356778797146	0.05775356778797146	0.05775356778797146
Closure	102	3547.0	3547.0	3547.0	3547.0	3547.0	3547.0	3547.0	3547.0	3547.0	0.0763600353060214	0.0763600353060214	0.0763600353060214	0.0763600353060214	0.0763600353060214	0.0763600353060214	0.0763600353060214	0.0763600353060214	0.0763600353060214
Closure	103	17.0	17.0	20.0	17.0	17.0	20.0	2379.5	2379.5	2379.5	0.0005048255382331106	0.0005048255382331106	0.0005939123979213066	0.0005048255382331106	0.0005048255382331106	0.0005939123979213066	0.07066072754268746	0.07066072754268746	0.07066072754268746
Closure	104	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	0.0014932802389248383	0.0014932802389248383	0.0014932802389248383	0.0014932802389248383	0.0014932802389248383	0.0014932802389248383	0.0014932802389248383	0.0014932802389248383	0.0014932802389248383
Closure	105	40.5	40.5	40.5	1139.0	1139.0	1139.0	1139.0	1139.0	1139.0	0.0016229862947823995	0.0016229862947823995	0.0016229862947823995	0.04564398493227539	0.04564398493227539	0.04564398493227539	0.04564398493227539	0.04564398493227539	0.04564398493227539
Closure	106	26.5	24.0	26.5	26.5	24.0	26.5	1599.5	1599.5	1599.5	0.0010830915110148364	0.0009809130665794745	0.0010830915110148364	0.0010830915110148364	0.0009809130665794745	0.0010830915110148364	0.06537376874974456	0.06537376874974456	0.06537376874974456
Closure	107	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	0.001031405551652491	0.001031405551652491	0.001031405551652491	0.001031405551652491	0.001031405551652491	0.001031405551652491	0.001031405551652491	0.001031405551652491	0.001031405551652491
Closure	108	53.0	53.0	53.0	1957.0	1957.0	1957.0	23244.0	23244.0	23244.0	0.0012411015361558637	0.0012411015361558637	0.0012411015361558637	0.04582708879730236	0.04582708879730236	0.04582708879730236	0.5443049831397527	0.5443049831397527	0.5443049831397527
Closure	109	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	0.0003896205096236266	0.0003896205096236266	0.0003896205096236266	0.0003896205096236266	0.0003896205096236266	0.0003896205096236266	0.0003896205096236266	0.0003896205096236266	0.0003896205096236266
Closure	11	2564.5	2564.5	2564.5	2564.5	2564.5	2564.5	2564.5	2564.5	2564.5	0.06856951871657754	0.06856951871657754	0.06856951871657754	0.06856951871657754	0.06856951871657754	0.06856951871657754	0.06856951871657754	0.06856951871657754	0.06856951871657754
