project_id	bug_id	temp_len	sloc	sloc_total	buggy_line	is_omission	is_not_found	shap_max	shap_min	shap_mean	buggy_line_max	buggy_line_min	buggy_line_mean
Mockito	25	618	8349	10035	org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs#7	1	0	355	355	355	org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs#57	org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs#57	org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs#57
Mockito	25	618	8349	10035	org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs#19	1	0	355	355	355	org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs#68	org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs#68	org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs#68
Mockito	25	618	8349	10035	org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs#77	1	0	355	355	355	org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs#68	org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs#68	org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs#68
Mockito	25	618	8349	10035	org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs#78	1	0	355	355	355	org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs#68	org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs#68	org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs#68
Mockito	25	618	8349	10035	org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs#79	1	0	355	355	355	org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs#68	org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs#68	org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs#68
Mockito	25	618	8349	10035	org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs#80	1	0	355	355	355	org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs#68	org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs#68	org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs#68
Mockito	26	761	7826	9506	org.mockito.internal.util.Primitives#66	0	0	41	133	96			
Mockito	27	597	4026	8316	org.mockito.internal.util.MockUtil#64	0	0	557	557	557			
Mockito	27	597	4026	8316	org.mockito.internal.util.MockUtil#65	0	0	3	3	3			
Mockito	28	559	3381	7597	org.mockito.internal.configuration.DefaultInjectionEngine#93	0	0	316	316	316			
Mockito	3	954	8626	10512	org.mockito.internal.invocation.InvocationMatcher#127	0	0	4	38	9			
Mockito	3	954	8626	10512	org.mockito.internal.invocation.InvocationMatcher#128	0	0	3	34	5			
Mockito	3	954	8626	10512	org.mockito.internal.invocation.InvocationMatcher#130	0	0	5	13	3			
Mockito	3	954	8626	10512	org.mockito.internal.invocation.InvocationMatcher#143	1	0	4	38	9	org.mockito.internal.invocation.InvocationMatcher#127	org.mockito.internal.invocation.InvocationMatcher#127	org.mockito.internal.invocation.InvocationMatcher#127
Mockito	30	277	2116	7570	org.mockito.exceptions.Reporter#442	1	0	6	6	6	org.mockito.exceptions.Reporter#439	org.mockito.exceptions.Reporter#439	org.mockito.exceptions.Reporter#439
Mockito	31	238	2087	7568	org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNulls#60	0	0	1	1	1	org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNulls$ThrowingInterceptor#60	org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNulls$ThrowingInterceptor#60	org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNulls$ThrowingInterceptor#60
Mockito	31	238	2087	7568	org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNulls#9	1	0	1	1	1	org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNulls$ThrowingInterceptor#60	org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNulls$ThrowingInterceptor#60	org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNulls$ThrowingInterceptor#60
Mockito	32	688	4093	7356	org.mockito.internal.configuration.SpyAnnotationEngine#49	0	0	348.5	348.5	348.5			
Mockito	32	688	4093	7356	org.mockito.internal.configuration.SpyAnnotationEngine#19	1	0	348.5	348.5	348.5	org.mockito.internal.configuration.SpyAnnotationEngine#49	org.mockito.internal.configuration.SpyAnnotationEngine#49	org.mockito.internal.configuration.SpyAnnotationEngine#49
Mockito	33	686	3980	7332	org.mockito.internal.invocation.InvocationMatcher#99	0	0	84	144	126			
Mockito	33	686	3980	7332	org.mockito.internal.invocation.InvocationMatcher#98	1	0	84	144	126	org.mockito.internal.invocation.InvocationMatcher#99	org.mockito.internal.invocation.InvocationMatcher#99	org.mockito.internal.invocation.InvocationMatcher#99
Mockito	34	572	5400	6373	org.mockito.internal.invocation.InvocationMatcher#106	0	0	42	112	73			
Mockito	35	433	3575	6161	org.mockito.Matchers#362	0	0	65	57	60			
Mockito	35	433	3575	6161	org.mockito.Matchers#479	0	0	10	10	10			
Mockito	35	433	3575	6161	org.mockito.Matchers#516	0	0	9	6	9			
Mockito	37	460	3222	6061	org.mockito.internal.stubbing.answers.AnswersValidator#28	1	0	10	12	11	org.mockito.internal.stubbing.answers.AnswersValidator#24	org.mockito.internal.stubbing.answers.AnswersValidator#28	org.mockito.internal.stubbing.answers.AnswersValidator#24
Mockito	37	460	3222	6061	org.mockito.internal.stubbing.answers.AnswersValidator#30	1	0	10	12	11	org.mockito.internal.stubbing.answers.AnswersValidator#24	org.mockito.internal.stubbing.answers.AnswersValidator#28	org.mockito.internal.stubbing.answers.AnswersValidator#24
Mockito	6	879	6583	10903	org.mockito.Matchers#122	0	0	9	6	9			
Mockito	6	879	6583	10903	org.mockito.Matchers#137	0	0	19	14	19			
Mockito	6	879	6583	10903	org.mockito.Matchers#152	0	0	18	13	18			
Mockito	6	879	6583	10903	org.mockito.Matchers#167	0	0	15	11	15			
Mockito	6	879	6583	10903	org.mockito.Matchers#182	0	0	8	5	6			
Mockito	6	879	6583	10903	org.mockito.Matchers#197	0	0	17	12	17			
Mockito	6	879	6583	10903	org.mockito.Matchers#212	0	0	54	33	44			
Mockito	6	879	6583	10903	org.mockito.Matchers#227	0	0	104	60	85			
Mockito	6	879	6583	10903	org.mockito.Matchers#244	0	0	94	51	70			
Mockito	6	879	6583	10903	org.mockito.Matchers#324	0	0	875	62	875			
Mockito	6	879	6583	10903	org.mockito.Matchers#339	0	0	10	9	10			
Mockito	6	879	6583	10903	org.mockito.Matchers#373	0	0	7	8	7			
Mockito	6	879	6583	10903	org.mockito.Matchers#407	0	0	2	1	2			
Mockito	6	879	6583	10903	org.mockito.Matchers#442	0	0	4	4	4			
Mockito	7	646	5105	10901	org.mockito.internal.util.reflection.GenericMetadataSupport#379	1	0	37	37	37	org.mockito.internal.util.reflection.GenericMetadataSupport$TypeVariableReturnType#379	org.mockito.internal.util.reflection.GenericMetadataSupport$TypeVariableReturnType#379	org.mockito.internal.util.reflection.GenericMetadataSupport$TypeVariableReturnType#379
Time	1	1002	8195	27795	org.joda.time.Partial#221	0	0	30	30	30			
Time	1	1002	8195	27795	org.joda.time.field.UnsupportedDurationField#227	0	0	15	15	15			
Time	1	1002	8195	27795	org.joda.time.field.UnsupportedDurationField#228	0	0	4	4	4			
Time	1	1002	8195	27795	org.joda.time.Partial#217	1	0	24	24	24	org.joda.time.Partial#216	org.joda.time.Partial#216	org.joda.time.Partial#216
Time	10	1620	14769	27340	org.joda.time.base.BaseSingleFieldPeriod#104	0	0	861.5	861.5	861.5			
Time	10	1620	14769	27340	org.joda.time.base.BaseSingleFieldPeriod#52	1	0	861.5	861.5	861.5	org.joda.time.base.BaseSingleFieldPeriod#104	org.joda.time.base.BaseSingleFieldPeriod#104	org.joda.time.base.BaseSingleFieldPeriod#104
Time	11	1260	9705	27329	org.joda.time.tz.ZoneInfoCompiler#68	0	0	663.5	663.5	663.5			
Time	11	1260	9705	27329	org.joda.time.tz.ZoneInfoCompiler#69	1	0	663.5	663.5	663.5	org.joda.time.tz.ZoneInfoCompiler#70	org.joda.time.tz.ZoneInfoCompiler#70	org.joda.time.tz.ZoneInfoCompiler#70
Time	11	1260	9705	27329	org.joda.time.tz.ZoneInfoCompiler#70	0	0	663.5	663.5	663.5			
Time	11	1260	9705	27329	org.joda.time.tz.ZoneInfoCompiler#71	1	0	663.5	663.5	663.5	org.joda.time.tz.ZoneInfoCompiler#71	org.joda.time.tz.ZoneInfoCompiler#71	org.joda.time.tz.ZoneInfoCompiler#71
Time	12	1541	11928	27273	org.joda.time.LocalDateTime#201	0	0	1	1	1	org.joda.time.LocalDateTime#2016	org.joda.time.LocalDateTime#2016	org.joda.time.LocalDateTime#2016
Time	12	1541	11928	27273	org.joda.time.LocalDate#210	1	0	35	29	33	org.joda.time.LocalDate#211	org.joda.time.LocalDate#211	org.joda.time.LocalDate#211
Time	12	1541	11928	27273	org.joda.time.LocalDate#243	1	0	47	39	45	org.joda.time.LocalDate#244	org.joda.time.LocalDate#244	org.joda.time.LocalDate#244
Time	12	1541	11928	27273	org.joda.time.LocalDate#244	1	0	47	39	45	org.joda.time.LocalDate#244	org.joda.time.LocalDate#244	org.joda.time.LocalDate#244
Time	12	1541	11928	27273	org.joda.time.LocalDateTime#199	1	0	1	1	1	org.joda.time.LocalDateTime#2016	org.joda.time.LocalDateTime#2016	org.joda.time.LocalDateTime#2016
Time	12	1541	11928	27273	org.joda.time.LocalDateTime#236	1	0	16	17	18	org.joda.time.LocalDateTime#233	org.joda.time.LocalDateTime#237	org.joda.time.LocalDateTime#237
Time	12	1541	11928	27273	org.joda.time.LocalDateTime#237	1	0	16	17	18	org.joda.time.LocalDateTime#233	org.joda.time.LocalDateTime#237	org.joda.time.LocalDateTime#237
Time	13	1328	10486	27262	org.joda.time.format.PeriodFormatterBuilder#1098	0	0	13	13	13	org.joda.time.format.PeriodFormatterBuilder$FieldFormatter#1098	org.joda.time.format.PeriodFormatterBuilder$FieldFormatter#1098	org.joda.time.format.PeriodFormatterBuilder$FieldFormatter#1098
Time	13	1328	10486	27262	org.joda.time.format.PeriodFormatterBuilder#1133	1	0	734.5	734.5	734.5	org.joda.time.format.PeriodFormatterBuilder$FieldFormatter#1133	org.joda.time.format.PeriodFormatterBuilder$FieldFormatter#1133	org.joda.time.format.PeriodFormatterBuilder$FieldFormatter#1133
Time	13	1328	10486	27262	org.joda.time.format.PeriodFormatterBuilder#1142	1	0	734.5	734.5	734.5	org.joda.time.format.PeriodFormatterBuilder$FieldFormatter#1142	org.joda.time.format.PeriodFormatterBuilder$FieldFormatter#1142	org.joda.time.format.PeriodFormatterBuilder$FieldFormatter#1142
Time	14	2040	14607	27215	org.joda.time.chrono.BasicMonthOfYearDateTimeField#209	1	0	8	10	8	org.joda.time.chrono.BasicMonthOfYearDateTimeField#210	org.joda.time.chrono.BasicMonthOfYearDateTimeField#210	org.joda.time.chrono.BasicMonthOfYearDateTimeField#210
Time	14	2040	14607	27215	org.joda.time.chrono.BasicMonthOfYearDateTimeField#210	1	0	8	10	8	org.joda.time.chrono.BasicMonthOfYearDateTimeField#210	org.joda.time.chrono.BasicMonthOfYearDateTimeField#210	org.joda.time.chrono.BasicMonthOfYearDateTimeField#210
Time	15	7	306	27212	org.joda.time.field.FieldUtils#138	1	0	1	1	1	org.joda.time.field.FieldUtils#138	org.joda.time.field.FieldUtils#138	org.joda.time.field.FieldUtils#138
Time	17	1058	8537	27185	org.joda.time.DateTimeZone#1167	0	0	1	1	1			
Time	17	1058	8537	27185	org.joda.time.DateTimeZone#1168	0	0	5	5	5			
Time	17	1058	8537	27185	org.joda.time.DateTimeZone#1169	0	0	12	12	12			
Time	17	1058	8537	27185	org.joda.time.DateTimeZone#1174	0	0	8	8	8			
Time	17	1058	8537	27185	org.joda.time.DateTimeZone#1175	0	0	6	6	6			
Time	17	1058	8537	27185	org.joda.time.DateTimeZone#1178	1	0	1	1	1	org.joda.time.DateTimeZone#1167	org.joda.time.DateTimeZone#1167	org.joda.time.DateTimeZone#1167
Time	17	1058	8537	27185	org.joda.time.DateTimeZone#1179	1	0	1	1	1	org.joda.time.DateTimeZone#1167	org.joda.time.DateTimeZone#1167	org.joda.time.DateTimeZone#1167
Time	17	1058	8537	27185	org.joda.time.DateTimeZone#1180	1	0	1	1	1	org.joda.time.DateTimeZone#1167	org.joda.time.DateTimeZone#1167	org.joda.time.DateTimeZone#1167
Time	18	1093	9395	27171	org.joda.time.chrono.GJChronology#364	1	0	11	11	11	org.joda.time.chrono.GJChronology#364	org.joda.time.chrono.GJChronology#364	org.joda.time.chrono.GJChronology#364
Time	18	1093	9395	27171	org.joda.time.chrono.GJChronology#367	1	0	11	11	11	org.joda.time.chrono.GJChronology#364	org.joda.time.chrono.GJChronology#364	org.joda.time.chrono.GJChronology#364
Time	19	1407	11854	27156	org.joda.time.DateTimeZone#900	0	0	785.5	785.5	785.5			
Time	2	1700	12079	27789	org.joda.time.Partial#218	0	0	23	23	23			
Time	2	1700	12079	27789	org.joda.time.field.UnsupportedDurationField#227	1	0	6	6	6	org.joda.time.field.UnsupportedDurationField#227	org.joda.time.field.UnsupportedDurationField#227	org.joda.time.field.UnsupportedDurationField#227
Time	20	1348	11623	27150	org.joda.time.format.DateTimeFormatterBuilder#2544	0	0	6	6	6	org.joda.time.format.DateTimeFormatterBuilder$TimeZoneId#2544	org.joda.time.format.DateTimeFormatterBuilder$TimeZoneId#2544	org.joda.time.format.DateTimeFormatterBuilder$TimeZoneId#2544
Time	20	1348	11623	27150	org.joda.time.format.DateTimeFormatterBuilder#2545	0	0	11	11	11	org.joda.time.format.DateTimeFormatterBuilder$TimeZoneId#2545	org.joda.time.format.DateTimeFormatterBuilder$TimeZoneId#2545	org.joda.time.format.DateTimeFormatterBuilder$TimeZoneId#2545
Time	20	1348	11623	27150	org.joda.time.format.DateTimeFormatterBuilder#2542	1	0	6	6	6	org.joda.time.format.DateTimeFormatterBuilder$TimeZoneId#2544	org.joda.time.format.DateTimeFormatterBuilder$TimeZoneId#2544	org.joda.time.format.DateTimeFormatterBuilder$TimeZoneId#2544
Time	20	1348	11623	27150	org.joda.time.format.DateTimeFormatterBuilder#2547	1	0	5	5	5	org.joda.time.format.DateTimeFormatterBuilder$TimeZoneId#2547	org.joda.time.format.DateTimeFormatterBuilder$TimeZoneId#2547	org.joda.time.format.DateTimeFormatterBuilder$TimeZoneId#2547
Time	21	1023	7535	27140	org.joda.time.tz.DefaultNameProvider#72	0	0	2	2	2			
Time	21	1023	7535	27140	org.joda.time.tz.DefaultNameProvider#76	0	0	48	45	46			
Time	21	1023	7535	27140	org.joda.time.tz.DefaultNameProvider#79	0	0	24	28	27			
Time	21	1023	7535	27140	org.joda.time.tz.DefaultNameProvider#81	0	0	15	9	12			
Time	21	1023	7535	27140	org.joda.time.tz.DefaultNameProvider#66	1	0	2	2	2	org.joda.time.tz.DefaultNameProvider#72	org.joda.time.tz.DefaultNameProvider#72	org.joda.time.tz.DefaultNameProvider#72
Time	21	1023	7535	27140	org.joda.time.tz.DefaultNameProvider#71	1	0	2	2	2	org.joda.time.tz.DefaultNameProvider#72	org.joda.time.tz.DefaultNameProvider#72	org.joda.time.tz.DefaultNameProvider#72
Time	22	1050	9562	26876	org.joda.time.base.BasePeriod#222	0	0	11	10	10			
Time	22	1050	9562	26876	org.joda.time.base.BasePeriod#224	1	0	31	62	45	org.joda.time.Period#382	org.joda.time.Period#382	org.joda.time.Period#382
Time	23	260	3051	26871	org.joda.time.DateTimeZone#572	0	0	40	40	40			
Time	23	260	3051	26871	org.joda.time.DateTimeZone#575	0	0	38	38	38			
Time	23	260	3051	26871	org.joda.time.DateTimeZone#577	0	0	154.5	154.5	154.5			
Time	23	260	3051	26871	org.joda.time.DateTimeZone#578	0	0	19	19	19			
Time	23	260	3051	26871	org.joda.time.DateTimeZone#581	0	0	9	9	9			
Time	23	260	3051	26871	org.joda.time.DateTimeZone#583	0	0	1	1	1			
Time	23	260	3051	26871	org.joda.time.DateTimeZone#586	0	0	20	20	20			
Time	23	260	3051	26871	org.joda.time.DateTimeZone#588	0	0	33	33	33			
Time	23	260	3051	26871	org.joda.time.DateTimeZone#564	1	0	1	1	1	org.joda.time.DateTimeZone#583	org.joda.time.DateTimeZone#583	org.joda.time.DateTimeZone#583
Time	24	2038	15676	26849	org.joda.time.format.DateTimeParserBucket#355	1	0	1110	1110	1110	org.joda.time.format.DateTimeParserBucket#352	org.joda.time.format.DateTimeParserBucket#352	org.joda.time.format.DateTimeParserBucket#352
Time	25	1434	11684	26796	org.joda.time.DateTimeZone#899	1	0	109	67	96	org.joda.time.DateTimeZone#900	org.joda.time.DateTimeZone#900	org.joda.time.DateTimeZone#900
Time	26	2024	13800	26795	org.joda.time.chrono.ZonedChronology#467	0	0	80	105	73	org.joda.time.chrono.ZonedChronology$ZonedDateTimeField#467	org.joda.time.chrono.ZonedChronology$ZonedDateTimeField#467	org.joda.time.chrono.ZonedChronology$ZonedDateTimeField#467
Time	27	1380	12191	26589	org.joda.time.format.PeriodFormatterBuilder#801	1	0	759	759	759	org.joda.time.format.PeriodFormatterBuilder#801	org.joda.time.format.PeriodFormatterBuilder#801	org.joda.time.format.PeriodFormatterBuilder#801
Time	27	1380	12191	26589	org.joda.time.format.PeriodFormatterBuilder#804	1	0	759	759	759	org.joda.time.format.PeriodFormatterBuilder#800	org.joda.time.format.PeriodFormatterBuilder#800	org.joda.time.format.PeriodFormatterBuilder#800
Time	3	1808	12172	27767	org.joda.time.MutableDateTime#639	1	0	1805	1805	1805	org.joda.time.MutableDateTime#639	org.joda.time.MutableDateTime#639	org.joda.time.MutableDateTime#639
Time	3	1808	12172	27767	org.joda.time.MutableDateTime#640	1	0	1803	1803	1803	org.joda.time.MutableDateTime#640	org.joda.time.MutableDateTime#640	org.joda.time.MutableDateTime#640
Time	3	1808	12172	27767	org.joda.time.MutableDateTime#660	1	0	42	28	33	org.joda.time.MutableDateTime#660	org.joda.time.MutableDateTime#660	org.joda.time.MutableDateTime#660
Time	3	1808	12172	27767	org.joda.time.MutableDateTime#661	1	0	27	16	25	org.joda.time.MutableDateTime#661	org.joda.time.MutableDateTime#661	org.joda.time.MutableDateTime#661
Time	3	1808	12172	27767	org.joda.time.MutableDateTime#702	1	0	13	10	10	org.joda.time.MutableDateTime#702	org.joda.time.MutableDateTime#702	org.joda.time.MutableDateTime#702
Time	3	1808	12172	27767	org.joda.time.MutableDateTime#703	1	0	13	10	10	org.joda.time.MutableDateTime#702	org.joda.time.MutableDateTime#702	org.joda.time.MutableDateTime#702
Time	3	1808	12172	27767	org.joda.time.MutableDateTime#723	1	0	6	4	6	org.joda.time.MutableDateTime#723	org.joda.time.MutableDateTime#723	org.joda.time.MutableDateTime#723
Time	3	1808	12172	27767	org.joda.time.MutableDateTime#724	1	0	6	4	6	org.joda.time.MutableDateTime#723	org.joda.time.MutableDateTime#723	org.joda.time.MutableDateTime#723
Time	3	1808	12172	27767	org.joda.time.MutableDateTime#764	1	0	11	7	9	org.joda.time.MutableDateTime#764	org.joda.time.MutableDateTime#764	org.joda.time.MutableDateTime#764
Time	3	1808	12172	27767	org.joda.time.MutableDateTime#765	1	0	9	6	7	org.joda.time.MutableDateTime#765	org.joda.time.MutableDateTime#765	org.joda.time.MutableDateTime#765
Time	3	1808	12172	27767	org.joda.time.MutableDateTime#785	1	0	1	1	2	org.joda.time.MutableDateTime#785	org.joda.time.MutableDateTime#785	org.joda.time.MutableDateTime#785
Time	3	1808	12172	27767	org.joda.time.MutableDateTime#786	1	0	1	1	1	org.joda.time.MutableDateTime#785	org.joda.time.MutableDateTime#785	org.joda.time.MutableDateTime#786
Time	4	1706	15547	27767	org.joda.time.Partial#464	0	0	16	16	16			
Time	5	1203	9011	27658	org.joda.time.Period#1628	0	0	7	9	8			
Time	5	1203	9011	27658	org.joda.time.Period#1629	0	0	42	32	38			
Time	5	1203	9011	27658	org.joda.time.Period#1630	0	0	12	37	15			
Time	5	1203	9011	27658	org.joda.time.Period#1631	0	0	2	2	2			
Time	6	1285	10806	27583	org.joda.time.chrono.GJChronology#196	1	0	713	713	713	org.joda.time.chrono.GJChronology#195	org.joda.time.chrono.GJChronology#195	org.joda.time.chrono.GJChronology#195
Time	6	1285	10806	27583	org.joda.time.chrono.GJChronology#979	1	0	5	8	5	org.joda.time.chrono.GJChronology$ImpreciseCutoverField#978	org.joda.time.chrono.GJChronology$ImpreciseCutoverField#978	org.joda.time.chrono.GJChronology$ImpreciseCutoverField#978
Time	7	1969	14789	27414	org.joda.time.format.DateTimeFormatter#710	0	0	49	47	48			
Time	7	1969	14789	27414	org.joda.time.format.DateTimeFormatter#708	1	0	49	47	48	org.joda.time.format.DateTimeFormatter#710	org.joda.time.format.DateTimeFormatter#710	org.joda.time.format.DateTimeFormatter#710
Time	8	461	6691	27347	org.joda.time.DateTimeZone#279	0	0	269	269	269			
Time	8	461	6691	27347	org.joda.time.DateTimeZone#282	1	0	10	10	10	org.joda.time.DateTimeZone#284	org.joda.time.DateTimeZone#284	org.joda.time.DateTimeZone#284
Time	9	462	6685	27341	org.joda.time.DateTimeZone#263	0	0	31	31	31			
Time	9	462	6685	27341	org.joda.time.DateTimeZone#265	0	0	5	5	5			
Time	9	462	6685	27341	org.joda.time.DateTimeZone#267	0	0	11	11	11			
Time	9	462	6685	27341	org.joda.time.DateTimeZone#258	1	0	16	16	16	org.joda.time.DateTimeZone#258	org.joda.time.DateTimeZone#258	org.joda.time.DateTimeZone#258
Time	9	462	6685	27341	org.joda.time.DateTimeZone#283	1	0	26	26	26	org.joda.time.DateTimeZone#283	org.joda.time.DateTimeZone#283	org.joda.time.DateTimeZone#283
